MCM Name,Smiles String,InChl Identifier,formula,idx_species
C1011CO, CC(=O)CCC1C(=O)CC1(C)C ," InChI=1S/C10H16O2/c1-7(11)4-5-8-9(12)6-10(8,2)3/h8H,4-6H2,1-3H3 ",C10H16O2,5302
C1011OH, CC(=O)CCC1C(O)CC1(C)C ," InChI=1S/C10H18O2/c1-7(11)4-5-8-9(12)6-10(8,2)3/h8-9,12H,4-6H2,1-3H3 ",C10H18O2,5303
C1211CO3, [O]OC(=O)CCC(=O)C1CC(C1CCC(=O)O)(C)C ," InChI=1S/C13H19O6/c1-13(2)7-8(9(13)3-5-11(15)16)10(14)4-6-12(17)19-18/h8-9H,3-7H2,1-2H3,(H,15,16) ",C13H19O6,5304
C133O2, OCCC(=O)C(=O)CC(C)(C)C(O[O])CCC(=O)C ," InChI=1S/C13H21O6/c1-9(15)4-5-12(19-18)13(2,3)8-11(17)10(16)6-7-14/h12,14H,4-8H2,1-3H3 ",C13H21O6,5305
C137OOH, OOCCC(=C)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H22O4/c1-9(6-7-17-16)10-8-13(2,3)11(10)4-5-12(14)15/h10-11,16H,1,4-8H2,2-3H3,(H,14,15) ",C13H22O4,5306
C137NO3, OC(=O)CCC1C(CC1(C)C)C(=C)CCO[N+](=O)[O-] ," InChI=1S/C13H21NO5/c1-9(6-7-19-14(17)18)10-8-13(2,3)11(10)4-5-12(15)16/h10-11H,1,4-8H2,2-3H3,(H,15,16) ",C13H21NO5,5307
C137O, [O]CCC(=C)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H21O3/c1-9(6-7-14)10-8-13(2,3)11(10)4-5-12(15)16/h10-11H,1,4-8H2,2-3H3,(H,15,16) ",C13H21O3,5308
C137CO, O=CCC(=C)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H20O3/c1-9(6-7-14)10-8-13(2,3)11(10)4-5-12(15)16/h7,10-11H,1,4-6,8H2,2-3H3,(H,15,16) ",C13H20O3,5309
C137OH, OCCC(=C)C1CC(C)(C)C1CCC(=O)O ," InChI=1S/C13H22O3/c1-9(6-7-14)10-8-13(2,3)11(10)4-5-12(15)16/h10-11,14H,1,4-8H2,2-3H3,(H,15,16) ",C13H22O3,5310
C1013OOH, COC(=O)CCC1C(OO)CC1(C)C ," InChI=1S/C10H18O4/c1-10(2)6-8(14-12)7(10)4-5-9(11)13-3/h7-8,12H,4-6H2,1-3H3 ",C10H18O4,5311
C1013NO3, COC(=O)CCC1C(O[N+](=O)[O-])CC1(C)C ," InChI=1S/C10H17NO5/c1-10(2)6-8(16-11(13)14)7(10)4-5-9(12)15-3/h7-8H,4-6H2,1-3H3 ",C10H17NO5,5312
C1013O, COC(=O)CCC1C([O])CC1(C)C ," InChI=1S/C10H17O3/c1-10(2)6-8(11)7(10)4-5-9(12)13-3/h7-8H,4-6H2,1-3H3 ",C10H17O3,5313
C1013CO, COC(=O)CCC1C(=O)CC1(C)C ," InChI=1S/C10H16O3/c1-10(2)6-8(11)7(10)4-5-9(12)13-3/h7H,4-6H2,1-3H3 ",C10H16O3,5314
C1013OH, COC(=O)CCC1C(O)CC1(C)C ," InChI=1S/C10H18O3/c1-10(2)6-8(11)7(10)4-5-9(12)13-3/h7-8,11H,4-6H2,1-3H3 ",C10H18O3,5315
C1010OOH, O=CCCC(=C)C(=O)CC(C)(C)OO ," InChI=1S/C10H16O4/c1-8(5-4-6-11)9(12)7-10(2,3)14-13/h6,13H,1,4-5,7H2,2-3H3 ",C10H16O4,5316
C1010NO3, O=CCCC(=C)C(=O)CC(C)(C)O[N+](=O)[O-] ," InChI=1S/C10H15NO5/c1-8(5-4-6-12)9(13)7-10(2,3)16-11(14)15/h6H,1,4-5,7H2,2-3H3 ",C10H15NO5,5317
C1010O, O=CCCC(=C)C(=O)CC(C)(C)[O] ," InChI=1S/C10H15O3/c1-8(5-4-6-11)9(12)7-10(2,3)13/h6H,1,4-5,7H2,2-3H3 ",C10H15O3,5318
C1010OH, O=CCCC(=C)C(=O)CC(C)(C)O ," InChI=1S/C10H16O3/c1-8(5-4-6-11)9(12)7-10(2,3)13/h6,13H,1,4-5,7H2,2-3H3 ",C10H16O3,5319
C117OOH, OCCC(=O)C1(OO)CC(C)(C)C1CC=O ," InChI=1S/C11H18O5/c1-10(2)7-11(16-15,8(10)3-5-12)9(14)4-6-13/h5,8,13,15H,3-4,6-7H2,1-2H3 ",C11H18O5,5320
C117NO3, OCCC(=O)C1(O[N+](=O)[O-])CC(C)(C)C1CC=O ," InChI=1S/C11H17NO6/c1-10(2)7-11(18-12(16)17,8(10)3-5-13)9(15)4-6-14/h5,8,14H,3-4,6-7H2,1-2H3 ",C11H17NO6,5321
C117O, OCCC(=O)C1([O])CC(C)(C)C1CC=O ," InChI=1S/C11H17O4/c1-10(2)7-11(15,8(10)3-5-12)9(14)4-6-13/h5,8,13H,3-4,6-7H2,1-2H3 ",C11H17O4,5322
C117OH, OCCC(=O)C1(O)CC(C)(C)C1CC=O ," InChI=1S/C11H18O4/c1-10(2)7-11(15,8(10)3-5-12)9(14)4-6-13/h5,8,13,15H,3-4,6-7H2,1-2H3 ",C11H18O4,5323
C830CO2H, O=CCC1C(CC1(C)C)C(=O)O ," InChI=1S/C9H14O3/c1-9(2)5-6(8(11)12)7(9)3-4-10/h4,6-7H,3,5H2,1-2H3,(H,11,12) ",C9H14O3,5324
C830CO3H, O=CCC1C(CC1(C)C)C(=O)OO ," InChI=1S/C9H14O4/c1-9(2)5-6(8(11)13-12)7(9)3-4-10/h4,6-7,12H,3,5H2,1-2H3 ",C9H14O4,5325
C830O2, O=CCC1C(O[O])CC1(C)C ," InChI=1S/C8H13O3/c1-8(2)5-7(11-10)6(8)3-4-9/h4,6-7H,3,5H2,1-2H3 ",C8H13O3,5326
C830PAN, O=CCC1C(CC1(C)C)C(=O)OO[N+](=O)[O-] ," InChI=1S/C9H13NO6/c1-9(2)5-6(7(9)3-4-11)8(12)15-16-10(13)14/h4,6-7H,3,5H2,1-2H3 ",C9H13NO6,5327
C128CO, OCCC(=C)C(=O)CC(C)(C)C(=O)CC=O ," InChI=1S/C12H18O4/c1-9(4-6-13)10(15)8-12(2,3)11(16)5-7-14/h7,13H,1,4-6,8H2,2-3H3 ",C12H18O4,5328
C128O2, OCCC(=C)C(=O)CC(C)(C)C(O[O])CC=O ," InChI=1S/C12H19O5/c1-9(4-6-13)10(15)8-12(2,3)11(17-16)5-7-14/h7,11,13H,1,4-6,8H2,2-3H3 ",C12H19O5,5329
C145OOH, OCCC(CO)(OO)C(=O)CC(C)(C)C(=O)CCC(=O)C ," InChI=1S/C14H24O7/c1-10(17)4-5-11(18)13(2,3)8-12(19)14(9-16,21-20)6-7-15/h15-16,20H,4-9H2,1-3H3 ",C14H24O7,5330
C145O, OCCC([O])(CO)C(=O)CC(C)(C)C(=O)CCC(=O)C ," InChI=1S/C14H23O6/c1-10(17)4-5-11(18)13(2,3)8-12(19)14(20,9-16)6-7-15/h15-16H,4-9H2,1-3H3 ",C14H23O6,5331
C145OH, OCCC(O)(CO)C(=O)CC(C)(C)C(=O)CCC(=O)C ," InChI=1S/C14H24O6/c1-10(17)4-5-11(18)13(2,3)8-12(19)14(20,9-16)6-7-15/h15-16,20H,4-9H2,1-3H3 ",C14H24O6,5332
C927OOH, OCCC(=C)C(=O)CC(C)(C)OO ," InChI=1S/C9H16O4/c1-7(4-5-10)8(11)6-9(2,3)13-12/h10,12H,1,4-6H2,2-3H3 ",C9H16O4,5333
C927NO3, OCCC(=C)C(=O)CC(C)(C)O[N+](=O)[O-] ," InChI=1S/C9H15NO5/c1-7(4-5-11)8(12)6-9(2,3)15-10(13)14/h11H,1,4-6H2,2-3H3 ",C9H15NO5,5334
C927O, OCCC(=C)C(=O)CC(C)(C)[O] ," InChI=1S/C9H15O3/c1-7(4-5-10)8(11)6-9(2,3)12/h10H,1,4-6H2,2-3H3 ",C9H15O3,5335
C927OH, OCCC(=C)C(=O)CC(C)(C)O ," InChI=1S/C9H16O3/c1-7(4-5-10)8(11)6-9(2,3)12/h10,12H,1,4-6H2,2-3H3 ",C9H16O3,5336
C1214OOH, O=CCCC(=O)C1(OO)CC(C)(C)C1CCO ," InChI=1S/C12H20O5/c1-11(2)8-12(17-16,9(11)5-7-14)10(15)4-3-6-13/h6,9,14,16H,3-5,7-8H2,1-2H3 ",C12H20O5,5337
C1214O, O=CCCC(=O)C1([O])CC(C)(C)C1CCO ," InChI=1S/C12H19O4/c1-11(2)8-12(16,9(11)5-7-14)10(15)4-3-6-13/h6,9,14H,3-5,7-8H2,1-2H3 ",C12H19O4,5338
C1214OH, O=CCCC(=O)C1(O)CC(C)(C)C1CCO ," InChI=1S/C12H20O4/c1-11(2)8-12(16,9(11)5-7-14)10(15)4-3-6-13/h6,9,14,16H,3-5,7-8H2,1-2H3 ",C12H20O4,5339
ALC4DOLOOH, OCC(O)CC(OO)C=O ," InChI=1S/C5H10O5/c6-2-4(8)1-5(3-7)10-9/h3-6,8-9H,1-2H2 ",C5H10O5,5340
CHOC4DOLO, OCC(O)CC([O])C=O ," InChI=1S/C5H9O4/c6-2-4(8)1-5(9)3-7/h2,4-5,7,9H,1,3H2 ",C5H9O4,5341
C6TONOHOOH, OOC(CC=O)C(=O)C(=O)CO ," InChI=1S/C6H8O6/c7-2-1-5(12-11)6(10)4(9)3-8/h2,5,8,11H,1,3H2 ",C6H8O6,5342
C6TRONOHO, [O]C(CC=O)C(=O)C(=O)CO ," InChI=1S/C6H7O5/c7-2-1-4(9)6(11)5(10)3-8/h2,4,8H,1,3H2 ",C6H7O5,5343
HO24C4CO3, [O]OC(=O)C(O)CC(C)O ," InChI=1S/C5H9O5/c1-3(6)2-4(7)5(8)10-9/h3-4,6-7H,2H2,1H3 ",C5H9O5,5344
C23C54CO3H, OOC(=O)C(C)C(=O)C(=O)C ," InChI=1S/C6H8O5/c1-3(6(9)11-10)5(8)4(2)7/h3,10H,1-2H3 ",C6H8O5,5345
C6PAN7, O=N(=O)OOC(=O)C(C)C(=O)C(=O)C ," InChI=1S/C6H7NO7/c1-3(5(9)4(2)8)6(10)13-14-7(11)12/h3H,1-2H3 ",C6H7NO7,5346
C73OOH, CC(OO)C(=O)CC(=O)C(=O)C ," InChI=1S/C7H10O5/c1-4(8)6(9)3-7(10)5(2)12-11/h5,11H,3H2,1-2H3 ",C7H10O5,5347
C73O, CC([O])C(=O)CC(=O)C(=O)C ," InChI=1S/C7H9O4/c1-4(8)6(10)3-7(11)5(2)9/h4H,3H2,1-2H3 ",C7H9O4,5348
C74OOH, OOC(C)C(=O)C(=O)CC(=O)C ," InChI=1S/C7H10O5/c1-4(8)3-6(9)7(10)5(2)12-11/h5,11H,3H2,1-2H3 ",C7H10O5,5349
C74O, CC(=O)CC(=O)C(=O)C(C)[O] ," InChI=1S/C7H9O4/c1-4(8)3-6(10)7(11)5(2)9/h5H,3H2,1-2H3 ",C7H9O4,5350
C715OOH, OOC(C)(C(=O)C)C(=O)C(=O)C ," InChI=1S/C7H10O5/c1-4(8)6(10)7(3,12-11)5(2)9/h11H,1-3H3 ",C7H10O5,5351
C715O, CC(=O)C(=O)C(C)([O])C(=O)C ," InChI=1S/C7H9O4/c1-4(8)6(10)7(3,11)5(2)9/h1-3H3 ",C7H9O4,5352
C613O2, OCC(O[O])C(C)(O)C(=O)C ," InChI=1S/C6H11O5/c1-4(8)6(2,9)5(3-7)11-10/h5,7,9H,3H2,1-2H3 ",C6H11O5,5353
C83OOH, CCC(=O)C(=O)C(OO)C(=O)CC ," InChI=1S/C8H12O5/c1-3-5(9)7(11)8(13-12)6(10)4-2/h8,12H,3-4H2,1-2H3 ",C8H12O5,5354
C83O, CCC(=O)C(=O)C([O])C(=O)CC ," InChI=1S/C8H11O4/c1-3-5(9)7(11)8(12)6(10)4-2/h7H,3-4H2,1-2H3 ",C8H11O4,5355
C95OOH, CCCC(=O)C(=O)C(OO)C(=O)CC ," InChI=1S/C9H14O5/c1-3-5-7(11)8(12)9(14-13)6(10)4-2/h9,13H,3-5H2,1-2H3 ",C9H14O5,5356
C95O, CCCC(=O)C(=O)C([O])C(=O)CC ," InChI=1S/C9H13O4/c1-3-5-7(11)9(13)8(12)6(10)4-2/h8H,3-5H2,1-2H3 ",C9H13O4,5357
C105OOH, CCCCC(=O)C(=O)C(OO)C(=O)CC ," InChI=1S/C10H16O5/c1-3-5-6-8(12)9(13)10(15-14)7(11)4-2/h10,14H,3-6H2,1-2H3 ",C10H16O5,5358
C105O, CCCCC(=O)C(=O)C([O])C(=O)CC ," InChI=1S/C10H15O4/c1-3-5-6-8(12)10(14)9(13)7(11)4-2/h9H,3-6H2,1-2H3 ",C10H15O4,5359
C115OOH, CCCCCC(=O)C(=O)C(OO)C(=O)CC ," InChI=1S/C11H18O5/c1-3-5-6-7-9(13)10(14)11(16-15)8(12)4-2/h11,15H,3-7H2,1-2H3 ",C11H18O5,5360
C115O, CCCCCC(=O)C(=O)C([O])C(=O)CC ," InChI=1S/C11H17O4/c1-3-5-6-7-9(13)11(15)10(14)8(12)4-2/h10H,3-7H2,1-2H3 ",C11H17O4,5361
C125OOH, CCCCCCC(=O)C(=O)C(OO)C(=O)CC ," InChI=1S/C12H20O5/c1-3-5-6-7-8-10(14)11(15)12(17-16)9(13)4-2/h12,16H,3-8H2,1-2H3 ",C12H20O5,5362
C125O, CCCCCCC(=O)C(=O)C([O])C(=O)CC ," InChI=1S/C12H19O4/c1-3-5-6-7-8-10(14)12(16)11(15)9(13)4-2/h11H,3-8H2,1-2H3 ",C12H19O4,5363
C4CO2DCO3H, OOC(=O)C=CC(=O)C=O ," InChI=1S/C5H4O5/c6-3-4(7)1-2-5(8)10-9/h1-3,9H ",C5H4O5,5364
C4CO2DBPAN, O=CC(=O)C=CC(=O)OON(=O)=O , InChI=1S/C5H3NO7/c7-3-4(8)1-2-5(9)12-13-6(10)11/h1-3H ,C5H3NO7,5365
C5CO2DCO3H, O=CC(=O)C=C(C)C(=O)OO ," InChI=1S/C6H6O5/c1-4(6(9)11-10)2-5(8)3-7/h2-3,10H,1H3 ",C6H6O5,5366
C5CO2DBPAN, O=CC(=O)C=C(C)C(=O)OON(=O)=O ," InChI=1S/C6H5NO7/c1-4(2-5(9)3-8)6(10)13-14-7(11)12/h2-3H,1H3 ",C6H5NO7,5367
C4DBM2CO3H, OOC(=O)C(=C(C)C(=O)C=O)C ," InChI=1S/C7H8O5/c1-4(6(9)3-8)5(2)7(10)12-11/h3,11H,1-2H3 ",C7H8O5,5368
C4DBM2PAN, O=CC(=O)C(=C(C)C(=O)OON(=O)=O)C ," InChI=1S/C7H7NO7/c1-4(6(10)3-9)5(2)7(11)14-15-8(12)13/h3H,1-2H3 ",C7H7NO7,5369
C23O3CHO, O=COC(=O)C(=O)C ," InChI=1S/C4H4O4/c1-3(6)4(7)8-2-5/h2H,1H3 ",C4H4O4,5370
C5DCO2CO3H, OOC(=O)C=C(C)C(=O)C=O ," InChI=1S/C6H6O5/c1-4(5(8)3-7)2-6(9)11-10/h2-3,10H,1H3 ",C6H6O5,5371
C5DBCO2PAN, O=CC(=O)C(=CC(=O)OON(=O)=O)C ," InChI=1S/C6H5NO7/c1-4(5(9)3-8)2-6(10)13-14-7(11)12/h2-3H,1H3 ",C6H5NO7,5372
C7CO2DCO3H, O=CC(=O)C=C(CC)C(=O)OO ," InChI=1S/C7H8O5/c1-2-5(7(10)12-11)3-6(9)4-8/h3-4,11H,2H2,1H3 ",C7H8O5,5373
C7CO2DBPAN, O=CC(=O)C=C(CC)C(=O)OON(=O)=O ," InChI=1S/C7H7NO7/c1-2-5(3-6(10)4-9)7(11)14-15-8(12)13/h3-4H,2H2,1H3 ",C7H7NO7,5374
EMALANHY, CCC1=CC(=O)OC1=O ," InChI=1S/C6H6O3/c1-2-4-3-5(7)9-6(4)8/h3H,2H2,1H3 ",C6H6O3,5375
C8CO2DCO3H, CCCC(=CC(=O)C=O)C(=O)OO ," InChI=1S/C8H10O5/c1-2-3-6(8(11)13-12)4-7(10)5-9/h4-5,12H,2-3H2,1H3 ",C8H10O5,5376
C8CO2DBPAN, CCCC(=CC(=O)C=O)C(=O)OON(=O)=O ," InChI=1S/C8H9NO7/c1-2-3-6(4-7(11)5-10)8(12)15-16-9(13)14/h4-5H,2-3H2,1H3 ",C8H9NO7,5377
PMALANHY, CCCC1=CC(=O)OC1=O ," InChI=1S/C7H8O3/c1-2-3-5-4-6(8)10-7(5)9/h4H,2-3H2,1H3 ",C7H8O3,5378
C8DCO2CO3H, O=CC(=O)C=C(C(C)C)C(=O)OO ," InChI=1S/C8H10O5/c1-5(2)7(8(11)13-12)3-6(10)4-9/h3-5,12H,1-2H3 ",C8H10O5,5379
C8DBCO2PAN, O=CC(=O)C=C(C(C)C)C(=O)OON(=O)=O ," InChI=1S/C8H9NO7/c1-5(2)7(3-6(11)4-10)8(12)15-16-9(13)14/h3-5H,1-2H3 ",C8H9NO7,5380
IPMALANHY, O=C1OC(=O)C(=C1)C(C)C ," InChI=1S/C7H8O3/c1-4(2)5-3-6(8)10-7(5)9/h3-4H,1-2H3 ",C7H8O3,5381
CO2OH3MCO3, CC(O)(C(=O)O[O])C(=O)C ," InChI=1S/C5H7O5/c1-3(6)5(2,8)4(7)10-9/h8H,1-2H3 ",C5H7O5,5382
C4DBMECO3H, OOC(=O)C(=C(CC)C(=O)C=O)C ," InChI=1S/C8H10O5/c1-3-6(7(10)4-9)5(2)8(11)13-12/h4,12H,3H2,1-2H3 ",C8H10O5,5383
C4DBMEPAN, CCC(=C(C)C(=O)OON(=O)=O)C(=O)C=O ," InChI=1S/C8H9NO7/c1-3-6(7(11)4-10)5(2)8(12)15-16-9(13)14/h4H,3H2,1-2H3 ",C8H9NO7,5384
C5DBECO3H, OOC(=O)C=C(CC)C(=O)C(=O)C ," InChI=1S/C8H10O5/c1-3-6(4-7(10)13-12)8(11)5(2)9/h4,12H,3H2,1-2H3 ",C8H10O5,5385
C5DBEPAN, CCC(=CC(=O)OON(=O)=O)C(=O)C(=O)C ," InChI=1S/C8H9NO7/c1-3-6(8(12)5(2)10)4-7(11)15-16-9(13)14/h4H,3H2,1-2H3 ",C8H9NO7,5386
C5EDBCO3H, OOC(=O)C(=CC(=O)C(=O)C)CC ," InChI=1S/C8H10O5/c1-3-6(8(11)13-12)4-7(10)5(2)9/h4,12H,3H2,1-2H3 ",C8H10O5,5387
C5EDBPAN, CCC(=CC(=O)C(=O)C)C(=O)OON(=O)=O ," InChI=1S/C8H9NO7/c1-3-6(4-7(11)5(2)10)8(12)15-16-9(13)14/h4H,3H2,1-2H3 ",C8H9NO7,5388
C3EODBCO2H, CCC(=CC(=O)O)C=O ," InChI=1S/C6H8O3/c1-2-5(4-7)3-6(8)9/h3-4H,2H2,1H3,(H,8,9) ",C6H8O3,5389
C31CO3H, O=COC=CC(=O)OO ," InChI=1S/C4H4O5/c5-3-8-2-1-4(6)9-7/h1-3,7H ",C4H4O5,5390
C31PAN, O=COC=CC(=O)OO[N+](=O)[O-] , InChI=1S/C4H3NO7/c6-3-10-2-1-4(7)11-12-5(8)9/h1-3H ,C4H3NO7,5391
C533OOH, O=COC(C(C(=O)C)OO)O ," InChI=1S/C5H8O6/c1-3(7)4(11-9)5(8)10-2-6/h2,4-5,8-9H,1H3 ",C5H8O6,5392
C533O, O=COC(C(C(=O)C)[O])O ," InChI=1S/C5H7O5/c1-3(7)4(8)5(9)10-2-6/h2,4-5,9H,1H3 ",C5H7O5,5393
HMVKNGLYOX, OCC(ON(=O)=O)C(=O)C=O ," InChI=1S/C4H5NO6/c6-1-3(8)4(2-7)11-5(9)10/h1,4,7H,2H2 ",C4H5NO6,5394
MECOFOROOH, OOCC(=O)OC=O ," InChI=1S/C3H4O5/c4-2-7-3(5)1-8-6/h2,6H,1H2 ",C3H4O5,5395
MECOFORMO, [O]CC(=O)OC=O ," InChI=1S/C3H3O4/c4-1-3(6)7-2-5/h2H,1H2 ",C3H3O4,5396
C4CODIAL, O=CCC(=O)C=O ," InChI=1S/C4H4O3/c5-2-1-4(7)3-6/h2-3H,1H2 ",C4H4O3,5397
C5124COOOH, OOCC(=O)CC(=O)C=O ," InChI=1S/C5H6O5/c6-2-4(7)1-5(8)3-10-9/h2,9H,1,3H2 ",C5H6O5,5398
C5124COO, [O]CC(=O)CC(=O)C=O ," InChI=1S/C5H5O4/c6-2-4(8)1-5(9)3-7/h2H,1,3H2 ",C5H5O4,5399
CO235C6OOH, CC(=O)C(=O)CC(=O)COO ," InChI=1S/C6H8O5/c1-4(7)6(9)2-5(8)3-11-10/h10H,2-3H2,1H3 ",C6H8O5,5400
CO235C6O, [O]CC(=O)CC(=O)C(=O)C ," InChI=1S/C6H7O4/c1-4(8)6(10)2-5(9)3-7/h2-3H2,1H3 ",C6H7O4,5401
CO235C5CHO, O=CC(=O)CC(=O)C(=O)C ," InChI=1S/C6H6O4/c1-4(8)6(10)2-5(9)3-7/h3H,2H2,1H3 ",C6H6O4,5402
C716OOH, O=CCC(=O)CC(OO)C(=O)C ," InChI=1S/C7H10O5/c1-5(9)7(12-11)4-6(10)2-3-8/h3,7,11H,2,4H2,1H3 ",C7H10O5,5403
C716O, O=CCC(=O)CC([O])C(=O)C ," InChI=1S/C7H9O4/c1-5(9)7(11)4-6(10)2-3-8/h3,7H,2,4H2,1H3 ",C7H9O4,5404
NC71CO, O=C1CC(=O)C(C)(ON(=O)=O)C(=O)C1 ," InChI=1S/C7H7NO6/c1-7(14-8(12)13)5(10)2-4(9)3-6(7)11/h2-3H2,1H3 ",C7H7NO6,5405
C812O2, OCC1CC(O[O])(C(=O)O)C1(C)C ," InChI=1S/C8H13O5/c1-7(2)5(4-9)3-8(7,13-12)6(10)11/h5,9H,3-4H2,1-2H3,(H,10,11) ",C8H13O5,5406
C721CO3, [O]OC(=O)C1CC(C(=O)O)C1(C)C ," InChI=1S/C8H11O5/c1-8(2)4(6(9)10)3-5(8)7(11)13-12/h4-5H,3H2,1-2H3,(H,9,10) ",C8H11O5,5407
C721O2, [O]OC1CC(C(=O)O)C1(C)C ," InChI=1S/C7H11O4/c1-7(2)4(6(8)9)3-5(7)11-10/h4-5H,3H2,1-2H3,(H,8,9) ",C7H11O4,5408
C922OOH, OCC(=O)C(=O)CC(CO)C(C)(C)OO ," InChI=1S/C9H16O6/c1-9(2,15-14)6(4-10)3-7(12)8(13)5-11/h6,10-11,14H,3-5H2,1-2H3 ",C9H16O6,5409
C922O, OCC(=O)C(=O)CC(CO)C(C)(C)[O] ," InChI=1S/C9H15O5/c1-9(2,14)6(4-10)3-7(12)8(13)5-11/h6,10-11H,3-5H2,1-2H3 ",C9H15O5,5410
C614OOH, OCC(OO)CC(=O)C(=O)C ," InChI=1S/C6H10O5/c1-4(8)6(9)2-5(3-7)11-10/h5,7,10H,2-3H2,1H3 ",C6H10O5,5411
C614NO3, OCC(ON(=O)=O)CC(=O)C(=O)C ," InChI=1S/C6H9NO6/c1-4(9)6(10)2-5(3-8)13-7(11)12/h5,8H,2-3H2,1H3 ",C6H9NO6,5412
C614O, CC(=O)C(=O)CC([O])CO ," InChI=1S/C6H9O4/c1-4(8)6(10)2-5(9)3-7/h5,7H,2-3H2,1H3 ",C6H9O4,5413
C614OH, CC(=O)C(=O)CC(O)CO ," InChI=1S/C6H10O4/c1-4(8)6(10)2-5(9)3-7/h5,7,9H,2-3H2,1H3 ",C6H10O4,5414
C511OOH, O=CCC(OO)C(=O)C ," InChI=1S/C5H8O4/c1-4(7)5(9-8)2-3-6/h3,5,8H,2H2,1H3 ",C5H8O4,5415
C511O, O=CCC([O])C(=O)C ," InChI=1S/C5H7O3/c1-4(7)5(8)2-3-6/h3,5H,2H2,1H3 ",C5H7O3,5416
H3C2C4CO3, CC(=O)C(O)CC(=O)O[O] ," InChI=1S/C5H7O5/c1-3(6)4(7)2-5(8)10-9/h4,7H,2H2,1H3 ",C5H7O5,5417
C620OOH, O=CCC(=O)C(OO)CC=O ," InChI=1S/C6H8O5/c7-3-1-5(9)6(11-10)2-4-8/h3-4,6,10H,1-2H2 ",C6H8O5,5418
C620O, O=CCC(=O)C([O])CC=O ," InChI=1S/C6H7O4/c7-3-1-5(9)6(10)2-4-8/h3-5H,1-2H2 ",C6H7O4,5419
C515CHO, O=CCC(=O)C(=O)CC=O ," InChI=1S/C6H6O4/c7-3-1-5(9)6(10)2-4-8/h3-4H,1-2H2 ",C6H6O4,5420
C620OH, O=CCC(=O)C(O)CC=O ," InChI=1S/C6H8O4/c7-3-1-5(9)6(10)2-4-8/h3-5,9H,1-2H2 ",C6H8O4,5421
C87CO2H, O=CC(C(=O)CC(=O)O)C(C)(C)C=O ," InChI=1S/C9H12O5/c1-9(2,5-11)6(4-10)7(12)3-8(13)14/h4-6H,3H2,1-2H3,(H,13,14) ",C9H12O5,5422
C87CO3H, OOC(=O)CC(=O)C(C=O)C(C)(C)C=O ," InChI=1S/C9H12O6/c1-9(2,5-11)6(4-10)7(12)3-8(13)15-14/h4-6,14H,3H2,1-2H3 ",C9H12O6,5423
C87O2, [O]OCC(=O)C(C=O)C(C)(C)C=O ," InChI=1S/C8H11O5/c1-8(2,5-10)6(3-9)7(11)4-13-12/h3,5-6H,4H2,1-2H3 ",C8H11O5,5424
C87PAN, O=CC(C(=O)CC(=O)OON(=O)=O)C(C)(C)C=O ," InChI=1S/C9H11NO8/c1-9(2,5-12)6(4-11)7(13)3-8(14)17-18-10(15)16/h4-6H,3H2,1-2H3 ",C9H11NO8,5425
C616OOH, O=CCCC(=O)C(OO)C=O ," InChI=1S/C6H8O5/c7-3-1-2-5(9)6(4-8)11-10/h3-4,6,10H,1-2H2 ",C6H8O5,5426
C616O, O=CCCC(=O)C([O])C=O ," InChI=1S/C6H7O4/c7-3-1-2-5(9)6(10)4-8/h3-4,6H,1-2H2 ",C6H7O4,5427
C616OH, O=CCCC(=O)C(O)C=O ," InChI=1S/C6H8O4/c7-3-1-2-5(9)6(10)4-8/h3-4,6,10H,1-2H2 ",C6H8O4,5428
C718CO2H, O=CC(C)(C)C(=O)CCC(=O)O ," InChI=1S/C8H12O4/c1-8(2,5-9)6(10)3-4-7(11)12/h5H,3-4H2,1-2H3,(H,11,12) ",C8H12O4,5429
C718CO3H, OOC(=O)CCC(=O)C(C)(C)C=O ," InChI=1S/C8H12O5/c1-8(2,5-9)6(10)3-4-7(11)13-12/h5,12H,3-4H2,1-2H3 ",C8H12O5,5430
C718O2, [O]OCCC(=O)C(C)(C)C=O ," InChI=1S/C7H11O4/c1-7(2,5-8)6(9)3-4-11-10/h5H,3-4H2,1-2H3 ",C7H11O4,5431
C718PAN, O=CC(C)(C)C(=O)CCC(=O)OON(=O)=O ," InChI=1S/C8H11NO7/c1-8(2,5-10)6(11)3-4-7(12)15-16-9(13)14/h5H,3-4H2,1-2H3 ",C8H11NO7,5432
C513OOH, OCCC(=O)C(OO)C=O ," InChI=1S/C5H8O5/c6-2-1-4(8)5(3-7)10-9/h3,5-6,9H,1-2H2 ",C5H8O5,5433
C513O, [O]C(C=O)C(=O)CCO ," InChI=1S/C5H7O4/c6-2-1-4(8)5(9)3-7/h3,5-6H,1-2H2 ",C5H7O4,5434
C513CO, OCCC(=O)C(=O)C=O ," InChI=1S/C5H6O4/c6-2-1-4(8)5(9)3-7/h3,6H,1-2H2 ",C5H6O4,5435
C513OH, OC(C=O)C(=O)CCO ," InChI=1S/C5H8O4/c6-2-1-4(8)5(9)3-7/h3,5-6,9H,1-2H2 ",C5H8O4,5436
C514O2, O=CCC(O[O])CC=O ," InChI=1S/C5H7O4/c6-3-1-5(9-8)2-4-7/h3-5H,1-2H2 ",C5H7O4,5437
